time,open,high,low,close,"GOLD, TVC: Open","GOLD, TVC: High","GOLD, TVC: Low","GOLD, TVC: Close","JPYUSD, IDC: Open","JPYUSD, IDC: High","JPYUSD, IDC: Low","JPYUSD, IDC: Close","EURUSD, FXCM: Open","EURUSD, FXCM: High","EURUSD, FXCM: Low","EURUSD, FXCM: Close","GBPUSD, FXCM: Open","GBPUSD, FXCM: High","GBPUSD, FXCM: Low","GBPUSD, FXCM: Close","SPY, CBOE BZX: Open","SPY, CBOE BZX: High","SPY, CBOE BZX: Low","SPY, CBOE BZX: Close","AAPL, CBOE BZX: Open","AAPL, CBOE BZX: High","AAPL, CBOE BZX: Low","AAPL, CBOE BZX: Close","MSFT, CBOE BZX: Open","MSFT, CBOE BZX: High","MSFT, CBOE BZX: Low","MSFT, CBOE BZX: Close","GOOGL, CBOE BZX: Open","GOOGL, CBOE BZX: High","GOOGL, CBOE BZX: Low","GOOGL, CBOE BZX: Close","USB, CBOE BZX: Open","USB, CBOE BZX: High","USB, CBOE BZX: Low","USB, CBOE BZX: Close","TSLA, CBOE BZX: Open","TSLA, CBOE BZX: High","TSLA, CBOE BZX: Low","TSLA, CBOE BZX: Close","ADSK, CBOE BZX: Open","ADSK, CBOE BZX: High","ADSK, CBOE BZX: Low","ADSK, CBOE BZX: Close","NFLX, CBOE BZX: Open","NFLX, CBOE BZX: High","NFLX, CBOE BZX: Low","NFLX, CBOE BZX: Close","AMD, CBOE BZX: Open","AMD, CBOE BZX: High","AMD, CBOE BZX: Low","AMD, CBOE BZX: Close","AVGO, CBOE BZX: Open","AVGO, CBOE BZX: High","AVGO, CBOE BZX: Low","AVGO, CBOE BZX: Close","AMZN, CBOE BZX: Open","AMZN, CBOE BZX: High","AMZN, CBOE BZX: Low","AMZN, CBOE BZX: Close","SPGI, CBOE BZX: Open","SPGI, CBOE BZX: High","SPGI, CBOE BZX: Low","SPGI, CBOE BZX: Close","PYPL, CBOE BZX: Open","PYPL, CBOE BZX: High","PYPL, CBOE BZX: Low","PYPL, CBOE BZX: Close","PLATINUM, TVC: Open","PLATINUM, TVC: High","PLATINUM, TVC: Low","PLATINUM, TVC: Close","SILVER, TVC: Open","SILVER, TVC: High","SILVER, TVC: Low","SILVER, TVC: Close","SBUX, CBOE BZX: Open","SBUX, CBOE BZX: High","SBUX, CBOE BZX: Low","SBUX, CBOE BZX: Close","QCOM, CBOE BZX: Open","QCOM, CBOE BZX: High","QCOM, CBOE BZX: Low","QCOM, CBOE BZX: Close","FB, CBOE BZX: Open","FB, CBOE BZX: High","FB, CBOE BZX: Low","FB, CBOE BZX: Close","USB, CBOE BZX: Open","USB, CBOE BZX: High","USB, CBOE BZX: Low","USB, CBOE BZX: Close","CDR, GPW: Open","CDR, GPW: High","CDR, GPW: Low","CDR, GPW: Close","KGH, GPW: Open","KGH, GPW: High","KGH, GPW: Low","KGH, GPW: Close","PKN, GPW: Open","PKN, GPW: High","PKN, GPW: Low","PKN, GPW: Close",Volume,Volume MA
2005-05-01T22:00:00Z,3.3368,3.3368,3.3368,3.3368,434.75,434.75,413.8,416.8,0.009517,0.009595,0.00921,0.009211,1.28641,1.29881,1.22951,1.23021,1.9071,1.9076,1.8104,1.8171,116.07001,120.25,114.8,119.48,1.294998,1.462141,1.182499,1.419973,25.23,26.09,24.31,25.8,111.132694,139.334974,110.211807,138.769486,28.07001,29.89999,27.97,29.33,NaN,NaN,NaN,NaN,31.85001,39.58,31.85001,39.58,1.647141,2.752854,1.617141,2.041427,14.21,16.62,14.21,16.39999,NaN,NaN,NaN,NaN,32.3,36.03999,32.10001,35.50999,43.515,45.675005,42.95,43.66,NaN,NaN,NaN,NaN,867.5,881.5,847,858.5,6.9,7.45,6.785,7.37,12.474998,13.93,12.3,13.697498,34.89999,37.75,34.52,37.27,NaN,NaN,NaN,NaN,28.07001,29.89999,27.97,29.33,NaN,NaN,NaN,NaN,30,31.6,27.700001,29.4,46,46.900002,41.5,46.200001,0,NaN
2012-04-01T22:00:00Z,0.31413,0.31795,0.3117,0.31676,1667.8,1683.57,1612.53,1664.71,0.01199,0.01249,0.01199,0.01248,1.33398,1.33805,1.29948,1.32387,1.60056,1.63013,1.5805,1.62281,140.64,142.21001,135.75999,139.87,21.49391,22.999977,19.821409,20.856407,32.22,32.89,30.23,32.015,320.695783,326.886718,295.386222,302.718402,31.55,32.55,30.33,32.17,7.466,7.69392,6.2,6.626,41.38,42.69,38.46001,39.37,16.399984,16.399984,11.394273,11.44856,8.03,8.24,7.21,7.36,38.89,39.00999,32.38,34.48,198.02,233.84,183.64999,231.89999,48.36,50,47.33,49.17,NaN,NaN,NaN,NaN,1635.5,1665,1540.5,1563.5,32.23,33.29,30.001,31.01,28.015,31,27.980005,28.685,68.25,68.83,61.25999,63.83,NaN,NaN,NaN,NaN,31.55,32.55,30.33,32.17,6.98,7,4.92,5.55,144.8,147.3,131.8,138.8,37.700001,38.75,36,36.790001,0,NaN
2012-04-30T22:00:00Z,0.3168,0.31843,0.2807,0.2811,1664.66,1671.64,1527.24,1560,0.01248,0.01276,0.01242,0.01273,1.32387,1.32844,1.23364,1.23654,1.62281,1.62474,1.53607,1.54006,139.78999,141.66,129.55,131.47,20.889261,21.312836,18.649265,20.633193,32.05,32.33501,28.64,29.19,302.187858,319.234407,289.780815,290.711772,32.06,32.9778,30.12,31.11,6.626,6.935998,5.366,5.9,39.48,41.28,28.52,32.02,11.469987,11.854274,8.909278,9.062848,7.34,7.72,5.89,6.08,34.53,34.95,29.7,33.10001,229.39999,232.97,207.11,212.91,49.08,49.67,43.28,43.38,NaN,NaN,NaN,NaN,1563,1576,1390,1408,31.016,31.331,26.79,27.682,28.754995,29.214995,25.714995,27.445,63.82001,64.7195,55.72,57.31,42.05,45,26.83,29.60001,32.06,32.9778,30.12,31.11,5.63,5.67,4.23,4.6,139,139.8,114.5,128,36.990002,36.990002,32.41,33.25,0,NaN
2012-05-31T22:00:00Z,0.28119,0.30043,0.2787,0.29922,1559.89,1640.9,1545,1597.43,0.01273,0.01286,0.0124,0.0125,1.23654,1.27474,1.2287700000000001,1.26547,1.54006,1.57778,1.52683,1.56951,129.41,136.27,127.13499,136.105,20.327119,21.071408,19.589266,20.857122,28.75999,31.14,28.32001,30.59,286.172338,294.230072,278.529922,290.316369,30.52,32.17999,28.58,32.16,5.706,6.9,5.422,6.257998,31.27,35.13,30.05,34.99001,8.707134,10.068561,8.67142,9.783562,5.9,6.14,5.32,5.73,32.42999,35.94,30.175,35.89999,208.44,228.35001,206.37,228.35001,43.13,45.00999,42.02,45,NaN,NaN,NaN,NaN,1407,1504,1387,1441.7,27.68,29.89,26.147,27.47,26.555,27.985,25.515,26.660005,55.97,59.685,53.41,55.67999,28.892,33.45,25.52,31.095,30.52,32.17999,28.58,32.16,4.66,5.15,4.43,5.13,128,149.7,124.1,145,33.5,37.799999,31.440001,37.41,0,NaN
2012-07-01T22:00:00Z,0.29944,0.30054,0.28508,0.29873,1597.3,1629.5,1555.03,1613.75,0.01249,0.0128,0.01249,0.01278,1.26547,1.2678,1.20422,1.2304000000000002,1.56951,1.57678,1.53928,1.5672,136.48,139.339,132.60001,137.71001,20.883193,22.138196,20.357123,21.812836,30.62,31.05,28.53999,29.47,291.192218,321.611711,281.317659,316.791975,32.47,34.10001,31.75999,33.5,6.270002,7.2,5.442002,5.484,35.03,35.03,30.12,33.92,9.824276,12.378558,8.019992,8.121422,5.75,6.08,3.98,4.06,35.77,37.64,32.14,36.89999,229.3,240.74001,212.61,233.3,45.83,48.05,44.19,46.96001,NaN,NaN,NaN,NaN,1442.5,1489,1381,1414,27.47,28.45,26.495,27.965,26.72,27.137495,22.545,22.64,55.64999,60.19,53.09,59.67999,31.25,32.88,21.61,21.71001,32.47,34.10001,31.75999,33.5,5.1,5.1,4.41,4.49,145.7,155.60001,109.6,126.7,36.799999,39.389999,34.959999,35.799999,0,NaN
2012-07-31T22:00:00Z,0.29872,0.3088,0.29508,0.30107,1613.6,1692.92,1584.3,1691.4,0.01278,0.0128,0.01255,0.01273,1.2304000000000002,1.26374,1.21337,1.25674,1.5672,1.59126,1.54904,1.58607,138.7,143.09,135.58,141.16,21.996586,24.316766,21.437479,23.758547,29.59,30.96001,28.97,30.82001,318.959116,344.829155,312.007309,342.877314,33.63,33.89,32.58,33.41,5.598002,6.26,5.104,5.704,34.22,36.21001,27.7,31.05,8.204276,9.521418,7.544278,8.53142,4.09,4.47,3.6,3.72,37.11,37.88,35.41,36.57001,234.14,250,228.66,248.27,47.19,51.35001,46.25,51.2,NaN,NaN,NaN,NaN,1412,1560.5,1379.6,1532,27.96,31.753,27.02,31.7,22.735,25.03,21.519995,24.805,60.09,63.34,58.16,61.46001,21.5,22.45,18.03,18.058,33.63,33.89,32.58,33.41,4.47,4.72,4.2,4.45,125.5,138.60001,122.8,129.89999,36.200001,39.959999,36,39.049999,0,NaN
2012-09-02T22:00:00Z,0.3007,0.32315,0.29716,0.31335,1691.4,1787.4,1685.65,1771.7,0.01274,0.01292,0.01265,0.01281,1.25674,1.31719,1.2501600000000002,1.28562,1.58607,1.63096,1.58257,1.61618,141.03999,148.11,140.13,143.97,23.777119,25.181049,23.428548,23.825154,30.45,31.61,29.74001,29.75999,342.607032,382.815917,337.076648,377.615932,33.33,35.14999,33.0099,34.3,5.704,6.556,5.459,5.856,30.91,34.16,30.83,33.35001,8.285706,8.774136,7.578564,7.777135,3.69,4.02,3.22,3.37,36.37,36.83,32.39,34.86501,248.27,264.11011,244.66,254.32001,51.21001,55.19,51,54.59,NaN,NaN,NaN,NaN,1529.2,1715.5,1529.2,1654.8,31.7,35.19,31.545,34.48,24.725,26,24.495005,25.355005,61.2,65.45,60.28,62.47,18.08,23.37,17.55,21.66,33.33,35.14999,33.0099,34.3,4.45,5.42,4.23,5.21,131,155,131,152.5,39.400002,46.279999,39.150002,45.5,0,NaN
2012-09-30T22:00:00Z,0.31157,0.3209,0.31049,0.3126,1771.7,1795.9,1698.8,1719.5,0.01279,0.01283,0.01242,0.0125,1.28562,1.31395,1.28037,1.29584,1.61618,1.62172,1.59135,1.6126,144.52,147.16,140.39,141.35001,23.969973,24.169619,20.989263,21.26141,29.81,30.25,27.75999,28.53999,379.893164,387.565514,335.174779,340.478749,34.45,35.46001,33,33.21001,5.9,6.020002,5.372,5.626278,32.61,33.81,30.2,31.85201,7.799994,12.135702,7.762849,11.319903,3.39,3.41,2.03,2.05,35.14,35.53999,32.53999,33.03,255.39999,261.8999,222.92,232.8931,54.67999,56.7,54.16,55.28,NaN,NaN,NaN,NaN,1654.8,1728.5,1529.7,1567.5,34.48,35.4,31.538,32.2,25.464995,25.65,22.135,22.949995,62.73,63.75,57.28999,58.61,22.08,24.25,18.8,21.11,34.45,35.46001,33,33.21001,5.17,5.65,5.07,5.27,151.8,168,151.10001,160.8,45.419998,46.299999,41.220001,43.799999,0,NaN
2012-10-31T22:00:00Z,0.31258,0.31797,0.30272,0.31593,1720.7,1754.4,1672.9,1714.6,0.0125,0.01262,0.01209,0.0121,1.29584,1.30278,1.2660200000000001,1.29854,1.6126,1.61749,1.58232,1.6009,141.64999,143.72,134.7,142.155,21.364978,21.535693,18.062482,20.902837,28.84,30.2,26.34489,26.61501,340.079557,349.949107,318.30846,349.52377,33.28,33.97,30.96001,32.25999,5.65,6.857998,5.64,6.764002,32.05,33.63,30.22,33.13,11.121419,12.079988,10.642847,11.672847,2.07,2.35,1.81,2.2,33.28999,35.42999,31.67999,35.10001,234.23,252.64999,218.17999,252.05,55.63,56.75,49.56,53.11,NaN,NaN,NaN,NaN,1565,1623,1536,1598,32.22,34.406,30.673,33.39,22.870005,26.152495,22.695,25.935,58.71001,63.80499,58.11,63.62,21.08,28,18.87,28,33.28,33.97,30.96001,32.25999,5.3,6.38,5.15,6.08,162.5,184.7,160.3,178.7,44.09,47.759998,40.830002,45.700001,0,NaN
2012-12-02T22:00:00Z,0.31566,0.32626,0.3119,0.32289,1714.8,1723.3,1635.4,1674.95,0.01212,0.01221,0.0115,0.0115,1.29854,1.33083,1.28762,1.31848,1.6009,1.63066,1.60019,1.6262699999999999,142.8,145.58,139.53999,142.41,21.201761,21.235339,17.901053,19.006154,26.78,27.73,26.25999,26.7097,351.460581,369.498081,341.49597,354.033019,32.35001,32.66,31.28,31.94,6.778,7.16,6.55,6.774,33.35001,36.96001,32.77,35.35001,11.692847,13.971415,10.642847,13.22713,2.28,2.59,2.21,2.4,35.39,35.58,30.5,31.6508,252.53999,263.11011,242.75,250.87,53.21001,57.44,52.92999,54.67,NaN,NaN,NaN,NaN,1593.9,1645.5,1514.5,1535.8,33.4,33.85,29.614,30.31,26.07,27.449995,24.78,26.815,63.91,64.72,59.44,61.8596,27.99989,28.88,25.14999,26.61971,32.35001,32.66,31.28,31.94,6.1,6.5,5.84,6.2,178,194.8,176,190,45.5,53.700001,44.900002,49.5,0,NaN
