time,open,high,low,close,"GOLD, TVC: Open","GOLD, TVC: High","GOLD, TVC: Low","GOLD, TVC: Close","JPYUSD, IDC: Open","JPYUSD, IDC: High","JPYUSD, IDC: Low","JPYUSD, IDC: Close","EURUSD, FXCM: Open","EURUSD, FXCM: High","EURUSD, FXCM: Low","EURUSD, FXCM: Close","GBPUSD, FXCM: Open","GBPUSD, FXCM: High","GBPUSD, FXCM: Low","GBPUSD, FXCM: Close","SPY, CBOE BZX: Open","SPY, CBOE BZX: High","SPY, CBOE BZX: Low","SPY, CBOE BZX: Close","AAPL, CBOE BZX: Open","AAPL, CBOE BZX: High","AAPL, CBOE BZX: Low","AAPL, CBOE BZX: Close","MSFT, CBOE BZX: Open","MSFT, CBOE BZX: High","MSFT, CBOE BZX: Low","MSFT, CBOE BZX: Close","GOOGL, CBOE BZX: Open","GOOGL, CBOE BZX: High","GOOGL, CBOE BZX: Low","GOOGL, CBOE BZX: Close","USB, CBOE BZX: Open","USB, CBOE BZX: High","USB, CBOE BZX: Low","USB, CBOE BZX: Close","TSLA, CBOE BZX: Open","TSLA, CBOE BZX: High","TSLA, CBOE BZX: Low","TSLA, CBOE BZX: Close","ADSK, CBOE BZX: Open","ADSK, CBOE BZX: High","ADSK, CBOE BZX: Low","ADSK, CBOE BZX: Close","NFLX, CBOE BZX: Open","NFLX, CBOE BZX: High","NFLX, CBOE BZX: Low","NFLX, CBOE BZX: Close","AMD, CBOE BZX: Open","AMD, CBOE BZX: High","AMD, CBOE BZX: Low","AMD, CBOE BZX: Close","AVGO, CBOE BZX: Open","AVGO, CBOE BZX: High","AVGO, CBOE BZX: Low","AVGO, CBOE BZX: Close","AMZN, CBOE BZX: Open","AMZN, CBOE BZX: High","AMZN, CBOE BZX: Low","AMZN, CBOE BZX: Close","SPGI, CBOE BZX: Open","SPGI, CBOE BZX: High","SPGI, CBOE BZX: Low","SPGI, CBOE BZX: Close","PYPL, CBOE BZX: Open","PYPL, CBOE BZX: High","PYPL, CBOE BZX: Low","PYPL, CBOE BZX: Close","PLATINUM, TVC: Open","PLATINUM, TVC: High","PLATINUM, TVC: Low","PLATINUM, TVC: Close","SILVER, TVC: Open","SILVER, TVC: High","SILVER, TVC: Low","SILVER, TVC: Close","SBUX, CBOE BZX: Open","SBUX, CBOE BZX: High","SBUX, CBOE BZX: Low","SBUX, CBOE BZX: Close","QCOM, CBOE BZX: Open","QCOM, CBOE BZX: High","QCOM, CBOE BZX: Low","QCOM, CBOE BZX: Close","FB, CBOE BZX: Open","FB, CBOE BZX: High","FB, CBOE BZX: Low","FB, CBOE BZX: Close","USB, CBOE BZX: Open","USB, CBOE BZX: High","USB, CBOE BZX: Low","USB, CBOE BZX: Close","CDR, GPW: Open","CDR, GPW: High","CDR, GPW: Low","CDR, GPW: Close","KGH, GPW: Open","KGH, GPW: High","KGH, GPW: Low","KGH, GPW: Close","PKN, GPW: Open","PKN, GPW: High","PKN, GPW: Low","PKN, GPW: Close",Volume,Volume MA
2021-01-05T22:00:00Z,0.27095,0.27341,0.27095,0.27205,1949.6,1959.33,1901.006,1918.05,0.009743,0.009746,0.009668,0.009702,1.22925,1.23495,1.22655,1.23237,1.3623,1.36715,1.35383,1.36075,369.71,376.98,369.12,373.55,127.72,131.0499,126.382,126.6,212.17,216.4899,211.94,212.25,1700.255,1743.965,1696.1014,1722.88,47.53,49.63,47.03,49.01,758.49,774,749.1,755.98,294.1469,309.95,294.1271,302.87,511.97,513.0998,499.5,500.49,91.62,92.28,89.46,90.33,423.3,434.58,420.54,425.46,3146.48,3197.509,3131.16,3138.38,327.06,330.4774,324.15,328.86,228.94,232.49,225.7021,226.83,1113.5,1115.658,1082.875,1099,27.5011,27.922,26.601,27.2795,102.99,105.21,102.905,104.19,151.53,153.87,149.47,151.19,262,267.75,260.01,263.31,47.53,49.63,47.03,49.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
2021-01-06T22:00:00Z,0.27214,0.27259,0.27113,0.27113,1918.3,1927.69,1906.79,1913.19,0.009705,0.009712,0.00962,0.009629,1.23237,1.23445,1.22451,1.22697,1.36075,1.36331,1.35325,1.35628,376.1,379.9,375.91,379.1,128.36,131.63,127.86,130.92,214.04,219.34,213.71,218.29,1726.76,1777.82,1726.76,1774.34,49.65,50.93,49.56,49.99,777.63,816.99,775.2,816.04,305.45,316.45,305.01,315.2,508.28,516.44,506.42,508.89,91.33,95.51,91.2,95.16,432.0617,444.59,430.6,443.39,3157,3208.542,3155,3162.16,329.42,333.47,326.3904,329.07,229.46,235.6,229.22,235.04,1098.5,1122.807,1094.287,1117.5,27.28,27.358,26.9215,27.1,104.49,104.64,102.95,103.35,152.33,156.42,152.26,155.7,265.9,271.61,264.78,268.74,49.65,50.93,49.56,49.99,267,267.10001,248,248,201.89999,215.89999,201,215.89999,61.419998,62.900002,60.799999,62.900002,0,0
2021-01-07T22:00:00Z,0.27126,0.27186,0.27056,0.27056,1913.5,1917.473,1828.415,1848.445,0.009631,0.00965,0.009608,0.009615,1.22697,1.22848,1.2193,1.22189,1.35628,1.36361,1.35383,1.35549,380.59,381.49,377.1,381.26,132.43,132.63,130.23,132.05,218.68,220.58,217.0261,219.62,1777.16,1799.355,1761.22,1797.83,50.04,50.23,48.81,49.32,856,884.49,838.39,880.02,316.41,320.4339,315.0762,319.85,511.31,513.24,504.51,510.4,95.98,96.4,93.27,94.58,447,449.99,438.646,445.64,3180,3190.64,3142.2,3182.7,331.2,331.2,322.69,326.85,237.43,242.91,236.0687,242.46,1115.5,1129.216,1056.27,1065,27.103,27.206,24.48,25.404,103.86,105.76,103.42,105.67,157.23,157.53,154.54,156.64,268.31,268.95,263.18,267.57,50.04,50.23,48.81,49.32,250.2,253.39999,234.2,239.89999,216.89999,221,209.2,212.60001,63,64.980003,62.740002,63.98,0,0
2021-01-10T22:00:00Z,0.27062,0.27091,0.26786,0.26786,1847.8,1856.73,1817.125,1842.9,0.009617,0.009633,0.00958,0.009591,1.22175,1.22251,1.21321,1.2149699999999999,1.35549,1.35669,1.34509,1.3510199999999999,377.85,380.58,377.7189,378.69,129.19,130.17,128.5,128.98,218.47,218.91,216.73,217.49,1777.02,1784.38,1752.14,1756.29,48.79,49.45,48.51,49.34,849.4,854.43,803.6222,811.19,317.43,319.84,313.75,317.81,507.84,510.725,497.95,499.1,94.025,99.23,93.76,97.25,440.61,448.78,440.42,445.76,3148.01,3156.3841,3110,3114.21,324.76,325.45,318.69,319.2,238.04,240.84,234.09,237.5,1063,1068.5,1011.802,1031,25.4175,25.502,24.3502,24.8818,105.1,105.64,104.27,104.6,156.1,158.13,154.92,156.11,260.48,263.47,255.9,256.84,48.79,49.45,48.51,49.34,240,257,240,246,208.2,209.10001,202.2,205.5,64,64.199997,62.5,63.419998,0,0
2021-01-11T22:00:00Z,0.26802,0.26967,0.26802,0.26967,1842.9,1863.86,1836.83,1854.4,0.00959,0.00964,0.009586,0.009634,1.2149699999999999,1.2209699999999999,1.21371,1.22058,1.3510199999999999,1.36702,1.35028,1.36616,378.89,379.86,376.36,378.77,128.5,129.69,126.86,128.8,216.5,217.1,213.3202,214.93,1745.36,1767.9,1716.375,1737.43,49.84,50.1,49.46,49.65,831,868,827.34,849.44,320,320.94,317.11,320.13,500,501.09,485.6701,494.25,97.86,98.97,94.07,95.355,447.77,454.758,445.6,449.39,3120,3142.1418,3086,3120.83,319.75,319.75,313.26,315.86,237.62,238.8,233.83,237.64,1030.5,1077.645,1030.5,1073.5,24.8847,25.635,24.8847,25.5291,104.01,104.32,102.306,102.82,156.64,156.87,153.96,154.45,256.63,259.72,250.3,251.09,49.84,50.1,49.46,49.65,246,252.89999,243,248.5,206.89999,210,201,206,64,64.5,62.299999,63.259998,0,0
2021-01-12T22:00:00Z,0.26964,0.26991,0.26742,0.26742,1854,1863.055,1842.01,1844.78,0.009627,0.009658,0.009617,0.009625,1.22058,1.22229,1.21395,1.21568,1.36616,1.37012,1.36116,1.36314,378.69,380.86,377.85,379.79,128.76,131.45,128.49,130.89,214.02,216.76,213.9266,216.34,1727.32,1756.39,1727.32,1747.25,49.4,49.88,49.15,49.51,852.76,860.47,832,854.41,320.75,321.13,313.07,314.33,495.5012,512.3542,493.01,507.79,93.01,93.89,90.84,91.78,450.3,453.4925,448.1065,451.21,3128.44,3189.95,3122.08,3165.89,314.6,315.52,311.36,312.05,236.57,247.44,236.54,244.9,1072,1107.52,1065.382,1094,25.5291,25.682,25.1381,25.176,102.32,103.38,101.49,102.89,155.19,157.9281,153.65,157.42,251.55,253.95,249.2,251.64,49.4,49.88,49.15,49.51,248.5,253.5,247.10001,249.89999,206.89999,207.8,201.39999,203.10001,63.880001,63.939999,61.119999,61.34,0,0
2021-01-13T22:00:00Z,0.2674,0.26779,0.26678,0.26717,1844.9,1857.62,1829.248,1845.51,0.009622,0.009655,0.009598,0.009633,1.21568,1.2179,1.2111,1.21515,1.36314,1.3711,1.36162,1.36845,380.59,381.13,378.1,378.46,130.8,131,128.76,128.91,215.91,217.46,212.74,213.02,1748.87,1767.5499,1726.07,1730.92,49.61,49.79,49.27,49.28,843.39,863,838.75,845,314.08,316.11,310.06,311.11,507.35,514.5,499.58,500.86,91.77,92.36,90.45,90.79,453.51,458.5,451.33,452.07,3167.52,3177.9999,3120.59,3127.47,312.95,316.4,305,306.18,246.87,249.85,241.54,242.06,1096,1121.887,1096,1118.248,25.2073,25.89,25.059,25.488,103.8,104.19,101.7127,101.82,159.3965,163.18,158.5,160.85,253.4,255.03,244.61,245.64,49.61,49.79,49.27,49.28,253.39999,277.10001,251.3,265,202.7,207.39999,202.2,205,61,62.299999,60.200001,61.939999,0,0
2021-01-14T22:00:00Z,0.26729,0.26757,0.26583,0.26583,1845.3,1857,1823.41,1827.635,0.009632,0.00965,0.009624,0.009625,1.21515,1.21625,1.20743,1.20747,1.36845,1.36979,1.35723,1.35763,376.72,377.58,373.7,375.7,128.78,130.2242,127,127.14,213.52,214.51,212.03,212.65,1729.02,1747.62,1711.71,1727.62,48.52,48.81,48.02,48.4,852,859.9,819.1,826.16,311.74,316.35,308.03,308.51,500,506.32,495.1,497.98,90.75,91.59,87.86,88.21,448.18,450,440.66,445.85,3123.02,3142.545,3095.17,3104.25,306.4,307.72,303.54,305.95,242.25,244.5632,235.0341,239.79,1115.5,1122.357,1068.5,1068.5,25.4984,25.787,24.5885,24.731,101.38,102.69,101.21,102.33,160.77,160.86,156.88,157.09,247.9,253.86,247.16,251.36,48.52,48.81,48.02,48.4,265,267.20001,251.10001,256.20001,204.5,206.2,196,198.05,61.48,61.68,59.279999,60.060001,0,0
2021-01-17T22:00:00Z,0.266,0.26626,0.26556,0.26599,1826.5,1840.85,1802.472,1836.99,0.009625,0.009648,0.009623,0.009642,1.20826,1.20869,1.20535,1.20746,1.359,1.35983,1.35196,1.35848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1068,1088.673,1068,1080.074,24.726,25.294,24.0632,24.9385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,257,258.20001,249.3,253.5,198.2,201.39999,193.60001,200.10001,59.799999,61.779999,58.599998,61.700001,0,0
2021-01-18T22:00:00Z,0.26588,0.26742,0.26588,0.26709,1837.588,1845.57,1833.2,1839.9,0.009642,0.009646,0.009609,0.009623,1.20746,1.21449,1.2074,1.21285,1.35848,1.36364,1.35714,1.36224,378.34,379.23,376.75,378.65,127.78,128.71,126.938,127.83,213.75,216.98,212.63,216.44,1743,1803.84,1732.83,1784.47,48.36,48.67,48.03,48.07,837.8,850,833,844.55,314.83,315.47,310.25,310.97,501,509.25,493.5427,501.77,89.56,89.58,87.24,89.45,448.28,459.49,448.28,459.27,3107,3145,3096,3120.76,307.5,314.12,306.71,313.14,243.3,248.74,241,247.25,1080,1102.681,1078.644,1084.5,24.9385,25.406,24.9305,25.195,102.7969,103.6,101.34,102.54,158.94,164.1,158.45,163.77,256.9,262.2,252.7201,261.1,48.36,48.67,48.03,48.07,255.3,257,242.8,248.2,201.8,205.5,195.2,195.60001,62.400002,62.700001,60.5,60.66,0,0
2021-01-19T22:00:00Z,0.26701,0.268,0.2666,0.2666,1839.8,1871.79,1832.61,1871.344,0.009624,0.009665,0.009622,0.009657,1.21285,1.21582,1.20767,1.21044,1.36224,1.3719,1.36223,1.36481,381.11,384.79,380.69,383.89,128.66,132.49,128.55,132.03,217.7,225.79,217.2908,224.34,1826.37,1899.7234,1819.51,1880.07,47,47.45,45.19,45.58,858.74,859.5,837.28,850.45,311.52,315.26,307.42,308.58,565.42,593.2877,556.86,586.34,90.55,90.78,88.6,88.75,459.52,465.7894,455,461.88,3181.99,3279.8,3175,3263.38,317.68,324.45,315.0075,321.94,248.85,249.65,244.14,244.26,1083,1117.308,1081.755,1110,25.1995,25.878,25.0325,25.7968,102.41,105.85,102.2,105.46,164.72,167.94,164.44,164.6,268.93,270.32,263.6,267.48,47,47.45,45.19,45.58,247,255.7,239,252.7,197,202.2,197,198.14999,60.700001,61.200001,59.619999,60.48,0,0
2021-01-20T22:00:00Z,0.26665,0.26813,0.26665,0.26807,1870.5,1875.11,1858.5,1869.235,0.009657,0.009677,0.009647,0.00966,1.21044,1.21732,1.21011,1.21615,1.36481,1.37459,1.36454,1.37297,384.49,384.95,383.25,384.24,133.8,139.67,133.59,136.87,224.7,226.3,222.42,224.97,1893.65,1932.08,1879.41,1884.15,45.69,46.075,45.19,45.67,855,855.7199,841.4201,844.99,309.24,309.96,305.34,306.46,582.45,588.75,570.4,579.84,89.34,92.07,88.43,91.53,462.11,469.47,460.4,466.82,3293,3348.55,3289.5675,3306.99,320.11,322.99,316.585,317.72,246.67,250.37,243.58,248.64,1110.5,1154.091,1104.669,1124.5,25.7993,26.043,25.6405,25.851,105.46,105.49,104.45,104.58,165.805,166.49,163.34,164.75,269.26,273.6,267.4901,272.87,45.69,46.075,45.19,45.67,255,260.5,251.60001,253.2,200.7,202.5,192.64999,192.64999,60.5,61.099998,59.599998,60.119999,0,0
